"yearID","teamID","name","G","R","RA","W","L","WinPct"
2016,"ARI","Arizona Diamondbacks",162,752,890,69,93,0.425925925925926
2016,"ATL","Atlanta Braves",161,649,779,68,93,0.422360248447205
2016,"BAL","Baltimore Orioles",162,744,715,89,73,0.549382716049383
2016,"BOS","Boston Red Sox",162,878,694,93,69,0.574074074074074
2016,"CHA","Chicago White Sox",162,686,715,78,84,0.481481481481481
2016,"CHN","Chicago Cubs",162,808,556,103,58,0.639751552795031
2016,"CIN","Cincinnati Reds",162,716,854,68,94,0.419753086419753
2016,"CLE","Cleveland Indians",161,777,676,94,67,0.583850931677019
2016,"COL","Colorado Rockies",162,845,860,75,87,0.462962962962963
2016,"DET","Detroit Tigers",161,750,721,86,75,0.53416149068323
2016,"HOU","Houston Astros",162,724,701,84,78,0.518518518518518
2016,"KCA","Kansas City Royals",162,675,712,81,81,0.5
2016,"LAA","Los Angeles Angels of Anaheim",162,717,727,74,88,0.45679012345679
2016,"LAN","Los Angeles Dodgers",162,725,638,91,71,0.561728395061728
2016,"MIA","Miami Marlins",161,655,682,79,82,0.490683229813665
2016,"MIL","Milwaukee Brewers",162,671,733,73,89,0.450617283950617
2016,"MIN","Minnesota Twins",162,722,889,59,103,0.364197530864198
2016,"NYA","New York Yankees",162,680,702,84,78,0.518518518518518
2016,"NYN","New York Mets",162,671,617,87,75,0.537037037037037
2016,"OAK","Oakland Athletics",162,653,761,69,93,0.425925925925926
2016,"PHI","Philadelphia Phillies",162,610,796,71,91,0.438271604938272
2016,"PIT","Pittsburgh Pirates",162,729,758,78,83,0.484472049689441
2016,"SDN","San Diego Padres",162,686,770,68,94,0.419753086419753
2016,"SEA","Seattle Mariners",162,768,707,86,76,0.530864197530864
2016,"SFN","San Francisco Giants",162,715,631,87,75,0.537037037037037
2016,"SLN","St. Louis Cardinals",162,779,712,86,76,0.530864197530864
2016,"TBA","Tampa Bay Rays",162,672,713,68,94,0.419753086419753
2016,"TEX","Texas Rangers",162,765,757,95,67,0.58641975308642
2016,"TOR","Toronto Blue Jays",162,759,666,89,73,0.549382716049383
2016,"WAS","Washington Nationals",162,763,612,95,67,0.58641975308642
