"yearID","teamID","name","G","R","RA","W","L","WinPct"
2018,"ARI","Arizona Diamondbacks",162,693,644,82,80,0.506172839506173
2018,"ATL","Atlanta Braves",162,759,657,90,72,0.555555555555556
2018,"BAL","Baltimore Orioles",162,622,892,47,115,0.290123456790123
2018,"BOS","Boston Red Sox",162,876,647,108,54,0.666666666666667
2018,"CHA","Chicago White Sox",162,656,848,62,100,0.382716049382716
2018,"CHN","Chicago Cubs",163,761,645,95,68,0.58282208588957
2018,"CIN","Cincinnati Reds",162,696,819,67,95,0.41358024691358
2018,"CLE","Cleveland Indians",162,818,648,91,71,0.561728395061728
2018,"COL","Colorado Rockies",163,780,745,91,72,0.558282208588957
2018,"DET","Detroit Tigers",162,630,796,64,98,0.395061728395062
2018,"HOU","Houston Astros",162,797,534,103,59,0.635802469135803
2018,"KCA","Kansas City Royals",162,638,833,58,104,0.358024691358025
2018,"LAA","Los Angeles Angels of Anaheim",162,721,722,80,82,0.493827160493827
2018,"LAN","Los Angeles Dodgers",163,804,610,92,71,0.56441717791411
2018,"MIA","Miami Marlins",161,589,809,63,98,0.391304347826087
2018,"MIL","Milwaukee Brewers",163,754,659,96,67,0.588957055214724
2018,"MIN","Minnesota Twins",162,738,775,78,84,0.481481481481481
2018,"NYA","New York Yankees",162,851,669,100,62,0.617283950617284
2018,"NYN","New York Mets",162,676,707,77,85,0.475308641975309
2018,"OAK","Oakland Athletics",162,813,674,97,65,0.598765432098765
2018,"PHI","Philadelphia Phillies",162,677,728,80,82,0.493827160493827
2018,"PIT","Pittsburgh Pirates",161,692,693,82,79,0.509316770186335
2018,"SDN","San Diego Padres",162,617,767,66,96,0.407407407407407
2018,"SEA","Seattle Mariners",162,677,711,89,73,0.549382716049383
2018,"SFN","San Francisco Giants",162,603,699,73,89,0.450617283950617
2018,"SLN","St. Louis Cardinals",162,759,691,88,74,0.54320987654321
2018,"TBA","Tampa Bay Rays",162,716,646,90,72,0.555555555555556
2018,"TEX","Texas Rangers",162,737,848,67,95,0.41358024691358
2018,"TOR","Toronto Blue Jays",162,709,832,73,89,0.450617283950617
2018,"WAS","Washington Nationals",162,771,682,82,80,0.506172839506173
